image_file,image_relative_path,image_absolute_path,origin_file,origin_relative_path,origin_absolute_path,model_id,classification,geometry_type,renderer_backend,phi_azimuth_deg,theta_polar_deg,elevation_deg,camera_convention,camera_x,camera_y,camera_z,target_x,target_y,target_z,up_x,up_y,up_z,camera_distance,vertical_fov_deg,image_width_px,image_height_px,point_size_px,vertex_count,triangle_count,point_count,has_vertex_colors,has_vertex_normals,used_default_color,computed_vertex_normals,bbox_min_x,bbox_min_y,bbox_min_z,bbox_max_x,bbox_max_y,bbox_max_z,bbox_center_x,bbox_center_y,bbox_center_z,bounding_sphere_radius,origin_size_bytes,origin_modified_utc,origin_sha256,render_status,rendered_utc
HAD93_3075_1__phi_020__theta_160.png,images/pottery/HAD93_3075_1/HAD93_3075_1__phi_020__theta_160.png,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\output\images\pottery\HAD93_3075_1\HAD93_3075_1__phi_020__theta_160.png,HAD93_3075_1.ply,HAD93_3075_1.ply,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\models\HAD93_3075_1.ply,HAD93_3075_1,pottery,triangle_mesh,visualizer,20,160,-70,phi: +X toward +Y; theta: down from +Z,81.56851196,36.42220306,272.0093384,-2.72685,5.7412,518.4725,0.8830222487,0.3213938177,0.342020154,262.2806167,45.0,512,512,,870625,1741254,0,False,False,True,True,-58.6344,-46.9379,466.163,53.1807,58.4203,570.782,-2.72685,5.7412,518.4725,92.93559874,63348196,2026-06-14T14:11:07+00:00,,rendered,2026-07-07T15:51:29.121261+00:00
HAD93_3075_1__phi_040__theta_160.png,images/pottery/HAD93_3075_1/HAD93_3075_1__phi_040__theta_160.png,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\output\images\pottery\HAD93_3075_1\HAD93_3075_1__phi_040__theta_160.png,HAD93_3075_1.ply,HAD93_3075_1.ply,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\models\HAD93_3075_1.ply,HAD93_3075_1,pottery,triangle_mesh,visualizer,40,160,-70,phi: +X toward +Y; theta: down from +Z,65.9913559,63.40262222,272.0093384,-2.72685,5.7412,518.4725,0.7198463082,0.6040228009,0.342020154,262.2806167,45.0,512,512,,870625,1741254,0,False,False,True,True,-58.6344,-46.9379,466.163,53.1807,58.4203,570.782,-2.72685,5.7412,518.4725,92.93559874,63348196,2026-06-14T14:11:07+00:00,,rendered,2026-07-07T15:51:29.182152+00:00
HAD93_3075_1__phi_060__theta_160.png,images/pottery/HAD93_3075_1/HAD93_3075_1__phi_060__theta_160.png,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\output\images\pottery\HAD93_3075_1\HAD93_3075_1__phi_060__theta_160.png,HAD93_3075_1.ply,HAD93_3075_1.ply,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\models\HAD93_3075_1.ply,HAD93_3075_1,pottery,triangle_mesh,visualizer,60,160,-70,phi: +X toward +Y; theta: down from +Z,42.1257782,83.42823029,272.0093384,-2.72685,5.7412,518.4725,0.469846338,0.8137977123,0.3420201838,262.2806167,45.0,512,512,,870625,1741254,0,False,False,True,True,-58.6344,-46.9379,466.163,53.1807,58.4203,570.782,-2.72685,5.7412,518.4725,92.93559874,63348196,2026-06-14T14:11:07+00:00,,rendered,2026-07-07T15:51:29.246809+00:00
HAD93_3075_1__phi_080__theta_160.png,images/pottery/HAD93_3075_1/HAD93_3075_1__phi_080__theta_160.png,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\output\images\pottery\HAD93_3075_1\HAD93_3075_1__phi_080__theta_160.png,HAD93_3075_1.ply,HAD93_3075_1.ply,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\models\HAD93_3075_1.ply,HAD93_3075_1,pottery,triangle_mesh,visualizer,80,160,-70,phi: +X toward +Y; theta: down from +Z,12.85030365,94.08363342,272.0093384,-2.72685,5.7412,518.4725,0.1631759107,0.9254165888,0.342020154,262.2806167,45.0,512,512,,870625,1741254,0,False,False,True,True,-58.6344,-46.9379,466.163,53.1807,58.4203,570.782,-2.72685,5.7412,518.4725,92.93559874,63348196,2026-06-14T14:11:07+00:00,,rendered,2026-07-07T15:51:29.310705+00:00
HAD93_3075_1__phi_100__theta_160.png,images/pottery/HAD93_3075_1/HAD93_3075_1__phi_100__theta_160.png,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\output\images\pottery\HAD93_3075_1\HAD93_3075_1__phi_100__theta_160.png,HAD93_3075_1.ply,HAD93_3075_1.ply,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\models\HAD93_3075_1.ply,HAD93_3075_1,pottery,triangle_mesh,visualizer,100,160,-70,phi: +X toward +Y; theta: down from +Z,-18.30400276,94.08363342,272.0093384,-2.72685,5.7412,518.4725,-0.1631759107,0.9254165888,0.342020154,262.2806167,45.0,512,512,,870625,1741254,0,False,False,True,True,-58.6344,-46.9379,466.163,53.1807,58.4203,570.782,-2.72685,5.7412,518.4725,92.93559874,63348196,2026-06-14T14:11:07+00:00,,rendered,2026-07-07T15:51:29.372593+00:00
HAD93_3075_1__phi_120__theta_160.png,images/pottery/HAD93_3075_1/HAD93_3075_1__phi_120__theta_160.png,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\output\images\pottery\HAD93_3075_1\HAD93_3075_1__phi_120__theta_160.png,HAD93_3075_1.ply,HAD93_3075_1.ply,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\models\HAD93_3075_1.ply,HAD93_3075_1,pottery,triangle_mesh,visualizer,120,160,-70,phi: +X toward +Y; theta: down from +Z,-47.5794754,83.42823029,272.0093384,-2.72685,5.7412,518.4725,-0.469846338,0.8137977123,0.3420201838,262.2806167,45.0,512,512,,870625,1741254,0,False,False,True,True,-58.6344,-46.9379,466.163,53.1807,58.4203,570.782,-2.72685,5.7412,518.4725,92.93559874,63348196,2026-06-14T14:11:07+00:00,,rendered,2026-07-07T15:51:29.432683+00:00
HAD93_3075_1__phi_140__theta_160.png,images/pottery/HAD93_3075_1/HAD93_3075_1__phi_140__theta_160.png,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\output\images\pottery\HAD93_3075_1\HAD93_3075_1__phi_140__theta_160.png,HAD93_3075_1.ply,HAD93_3075_1.ply,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\models\HAD93_3075_1.ply,HAD93_3075_1,pottery,triangle_mesh,visualizer,140,160,-70,phi: +X toward +Y; theta: down from +Z,-71.44506073,63.40262222,272.0093384,-2.72685,5.7412,518.4725,-0.7198463082,0.6040228009,0.342020154,262.2806167,45.0,512,512,,870625,1741254,0,False,False,True,True,-58.6344,-46.9379,466.163,53.1807,58.4203,570.782,-2.72685,5.7412,518.4725,92.93559874,63348196,2026-06-14T14:11:07+00:00,,rendered,2026-07-07T15:51:29.498440+00:00
HAD93_3075_1__phi_160__theta_160.png,images/pottery/HAD93_3075_1/HAD93_3075_1__phi_160__theta_160.png,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\output\images\pottery\HAD93_3075_1\HAD93_3075_1__phi_160__theta_160.png,HAD93_3075_1.ply,HAD93_3075_1.ply,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\models\HAD93_3075_1.ply,HAD93_3075_1,pottery,triangle_mesh,visualizer,160,160,-70,phi: +X toward +Y; theta: down from +Z,-87.0222168,36.42220306,272.0093384,-2.72685,5.7412,518.4725,-0.8830222487,0.3213938177,0.342020154,262.2806167,45.0,512,512,,870625,1741254,0,False,False,True,True,-58.6344,-46.9379,466.163,53.1807,58.4203,570.782,-2.72685,5.7412,518.4725,92.93559874,63348196,2026-06-14T14:11:07+00:00,,rendered,2026-07-07T15:51:29.560299+00:00
HAD93_3075_1__phi_180__theta_160.png,images/pottery/HAD93_3075_1/HAD93_3075_1__phi_180__theta_160.png,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\output\images\pottery\HAD93_3075_1\HAD93_3075_1__phi_180__theta_160.png,HAD93_3075_1.ply,HAD93_3075_1.ply,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\models\HAD93_3075_1.ply,HAD93_3075_1,pottery,triangle_mesh,visualizer,180,160,-70,phi: +X toward +Y; theta: down from +Z,-92.43210602,5.74119997,272.0093384,-2.72685,5.7412,518.4725,-0.9396926165,1.150791535e-16,0.342020154,262.2806167,45.0,512,512,,870625,1741254,0,False,False,True,True,-58.6344,-46.9379,466.163,53.1807,58.4203,570.782,-2.72685,5.7412,518.4725,92.93559874,63348196,2026-06-14T14:11:07+00:00,,rendered,2026-07-07T15:51:29.619175+00:00
HAD93_3075_1__phi_200__theta_160.png,images/pottery/HAD93_3075_1/HAD93_3075_1__phi_200__theta_160.png,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\output\images\pottery\HAD93_3075_1\HAD93_3075_1__phi_200__theta_160.png,HAD93_3075_1.ply,HAD93_3075_1.ply,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\models\HAD93_3075_1.ply,HAD93_3075_1,pottery,triangle_mesh,visualizer,200,160,-70,phi: +X toward +Y; theta: down from +Z,-87.0222168,-24.93980408,272.0093384,-2.72685,5.7412,518.4725,-0.8830222487,-0.3213938177,0.342020154,262.2806167,45.0,512,512,,870625,1741254,0,False,False,True,True,-58.6344,-46.9379,466.163,53.1807,58.4203,570.782,-2.72685,5.7412,518.4725,92.93559874,63348196,2026-06-14T14:11:07+00:00,,rendered,2026-07-07T15:51:29.681396+00:00
HAD93_3075_1__phi_220__theta_160.png,images/pottery/HAD93_3075_1/HAD93_3075_1__phi_220__theta_160.png,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\output\images\pottery\HAD93_3075_1\HAD93_3075_1__phi_220__theta_160.png,HAD93_3075_1.ply,HAD93_3075_1.ply,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\models\HAD93_3075_1.ply,HAD93_3075_1,pottery,triangle_mesh,visualizer,220,160,-70,phi: +X toward +Y; theta: down from +Z,-71.44506073,-51.92022324,272.0093384,-2.72685,5.7412,518.4725,-0.7198463082,-0.6040228009,0.342020154,262.2806167,45.0,512,512,,870625,1741254,0,False,False,True,True,-58.6344,-46.9379,466.163,53.1807,58.4203,570.782,-2.72685,5.7412,518.4725,92.93559874,63348196,2026-06-14T14:11:07+00:00,,rendered,2026-07-07T15:51:29.741430+00:00
HAD93_3075_1__phi_240__theta_160.png,images/pottery/HAD93_3075_1/HAD93_3075_1__phi_240__theta_160.png,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\output\images\pottery\HAD93_3075_1\HAD93_3075_1__phi_240__theta_160.png,HAD93_3075_1.ply,HAD93_3075_1.ply,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\models\HAD93_3075_1.ply,HAD93_3075_1,pottery,triangle_mesh,visualizer,240,160,-70,phi: +X toward +Y; theta: down from +Z,-47.5794754,-71.94582367,272.0093384,-2.72685,5.7412,518.4725,-0.469846338,-0.8137977123,0.3420201838,262.2806167,45.0,512,512,,870625,1741254,0,False,False,True,True,-58.6344,-46.9379,466.163,53.1807,58.4203,570.782,-2.72685,5.7412,518.4725,92.93559874,63348196,2026-06-14T14:11:07+00:00,,rendered,2026-07-07T15:51:29.804420+00:00
HAD93_3075_1__phi_260__theta_160.png,images/pottery/HAD93_3075_1/HAD93_3075_1__phi_260__theta_160.png,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\output\images\pottery\HAD93_3075_1\HAD93_3075_1__phi_260__theta_160.png,HAD93_3075_1.ply,HAD93_3075_1.ply,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\models\HAD93_3075_1.ply,HAD93_3075_1,pottery,triangle_mesh,visualizer,260,160,-70,phi: +X toward +Y; theta: down from +Z,-18.30400276,-82.60122681,272.0093384,-2.72685,5.7412,518.4725,-0.1631759107,-0.9254165888,0.342020154,262.2806167,45.0,512,512,,870625,1741254,0,False,False,True,True,-58.6344,-46.9379,466.163,53.1807,58.4203,570.782,-2.72685,5.7412,518.4725,92.93559874,63348196,2026-06-14T14:11:07+00:00,,rendered,2026-07-07T15:51:29.866359+00:00
HAD93_3075_1__phi_280__theta_160.png,images/pottery/HAD93_3075_1/HAD93_3075_1__phi_280__theta_160.png,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\output\images\pottery\HAD93_3075_1\HAD93_3075_1__phi_280__theta_160.png,HAD93_3075_1.ply,HAD93_3075_1.ply,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\models\HAD93_3075_1.ply,HAD93_3075_1,pottery,triangle_mesh,visualizer,280,160,-70,phi: +X toward +Y; theta: down from +Z,12.85030365,-82.60122681,272.0093384,-2.72685,5.7412,518.4725,0.1631759107,-0.9254165888,0.342020154,262.2806167,45.0,512,512,,870625,1741254,0,False,False,True,True,-58.6344,-46.9379,466.163,53.1807,58.4203,570.782,-2.72685,5.7412,518.4725,92.93559874,63348196,2026-06-14T14:11:07+00:00,,rendered,2026-07-07T15:51:29.928272+00:00
HAD93_3075_1__phi_300__theta_160.png,images/pottery/HAD93_3075_1/HAD93_3075_1__phi_300__theta_160.png,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\output\images\pottery\HAD93_3075_1\HAD93_3075_1__phi_300__theta_160.png,HAD93_3075_1.ply,HAD93_3075_1.ply,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\models\HAD93_3075_1.ply,HAD93_3075_1,pottery,triangle_mesh,visualizer,300,160,-70,phi: +X toward +Y; theta: down from +Z,42.1257782,-71.94582367,272.0093384,-2.72685,5.7412,518.4725,0.469846338,-0.8137977123,0.3420201838,262.2806167,45.0,512,512,,870625,1741254,0,False,False,True,True,-58.6344,-46.9379,466.163,53.1807,58.4203,570.782,-2.72685,5.7412,518.4725,92.93559874,63348196,2026-06-14T14:11:07+00:00,,rendered,2026-07-07T15:51:30.006060+00:00
HAD93_3075_1__phi_320__theta_160.png,images/pottery/HAD93_3075_1/HAD93_3075_1__phi_320__theta_160.png,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\output\images\pottery\HAD93_3075_1\HAD93_3075_1__phi_320__theta_160.png,HAD93_3075_1.ply,HAD93_3075_1.ply,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\models\HAD93_3075_1.ply,HAD93_3075_1,pottery,triangle_mesh,visualizer,320,160,-70,phi: +X toward +Y; theta: down from +Z,65.9913559,-51.92022324,272.0093384,-2.72685,5.7412,518.4725,0.7198463082,-0.6040228009,0.342020154,262.2806167,45.0,512,512,,870625,1741254,0,False,False,True,True,-58.6344,-46.9379,466.163,53.1807,58.4203,570.782,-2.72685,5.7412,518.4725,92.93559874,63348196,2026-06-14T14:11:07+00:00,,rendered,2026-07-07T15:51:30.065013+00:00
HAD93_3075_1__phi_340__theta_160.png,images/pottery/HAD93_3075_1/HAD93_3075_1__phi_340__theta_160.png,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\output\images\pottery\HAD93_3075_1\HAD93_3075_1__phi_340__theta_160.png,HAD93_3075_1.ply,HAD93_3075_1.ply,C:\Users\netta\Downloads\renderer_starter_kit_v2_fixed\renderer_starter_kit\models\HAD93_3075_1.ply,HAD93_3075_1,pottery,triangle_mesh,visualizer,340,160,-70,phi: +X toward +Y; theta: down from +Z,81.56851196,-24.93980408,272.0093384,-2.72685,5.7412,518.4725,0.8830222487,-0.3213938177,0.342020154,262.2806167,45.0,512,512,,870625,1741254,0,False,False,True,True,-58.6344,-46.9379,466.163,53.1807,58.4203,570.782,-2.72685,5.7412,518.4725,92.93559874,63348196,2026-06-14T14:11:07+00:00,,rendered,2026-07-07T15:51:30.124016+00:00
